StrategicIssues,project_name,PriorityOrder,Sub-activities,Strategy,ProjectIndicators,ImplementingAgency,AlignmentwithThailandVision,Budget,Unnamed: 9
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,ปทุมธานี2021,,จัดงานปทุมธานี Eco Industral EXPO จํานวน 1 ครั้ง,2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",สำนักงานอุตสาหกรรมจังหวัดปทุมธานี,,"9,030,000",
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,โครงการศูนย์เรียนรู้การเพิ่ประสิทธิภาพการผลิตสินค้าเกษตร,,"1. พัฒนาเกษตรกรต้นแบบ 
2. พัฒนาแปลงเรียนรู้ 
3.กำหนดหลักสูตรการเรียนรู้และจัดกระบวนการเรียนรู้แก่เกษตรกร 
4.ติดตามประเมินผลและรายงานผล",2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",กระทรวงเกษตรและสหกรณ์/กรมส่งเสริมการเกษตร,,"210,000",
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,โครงการยกระดับคุณภาพมาตรฐานสินค้าเกษตร(พืชผัก),,"1. อบรมให้ความรู้ผู้เข้าร่วมโครงการ 
2. ประเมินแปลงเบืองต้น 
3. ตรวจประเมินแปลงโดยคณะผู้ตรวจประเมิน 
4. รับรองแปลง/ฟาร์มที่ผ่านหลักเกณฑ์ GAP",2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",กระทรวงเกษตรและสหกรณ์/กรมส่งเสริมการเกษตร,,"79,200",
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,โครงการผลิตสินค้าเกษตรเพื่ออาหารกลางวัน,,"1. อบรม/ให้ความรู้ด้านการเกษตร (พืช สัตว์ ประมง) และการทําบัญชี 
2. แนะนำส่งเสริมกิจกรมสหกรณ์ 
3. สนับสนุนปัจจัยการผลิต 
4. ติดตามและประเมินผล",2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",กระทรวงเกษตรและสหกรณ์/กรมส่งเสริมการเกษตร,,"30,000",
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,โครงการศูนย์จดการศัตรูพืชชุมชน,,"1. จัดทําแผนพัฒนาเกษตรกรและชุมชนโดยกําหนดหลักสูตรและจัดทําแผนการเรียนรู้หลักสูตรต่าง ๆ อย่างต่อเนือง 
2. การถ่ายทอดเทคโนโลยีการจัดการศัตูพืช 
3. การบริการจัดการศัตรูพืช 
4. ประชาสัมพันธ์ผ่านสื่อ 
5. การเชื่อมโยงเครือข่าย 
6. การบูรณาการกับหน่วยงานที่เกี่ยวข้องด้านการจัดการศัตรูพืช",2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",กระทรวงเกษตรและสหกรณ์/กรมส่งเสริมการเกษตร,,"70,000",
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,โครงการตลาดเกษตรกร,,"1. อบรมให้ความรู้ด้านการตลาดเพื่อเพิ่มประสิทธิภาพการผลิตและช่องทางการตลาด 
2. ศึกษาดูงานและส่งเสริมกิจกรรมการตลาด",2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",กระทรวงเกษตรและสหกรณ์/กรมส่งเสริมการเกษตร,,"82,000",
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,โครงการระบบส่งเสริมการเกษตรแบบแปลงใหญ่,,"1. กิจกรรมบริหารจัดการโครงการประชุมคณะกรรมการ/พัฒนาระบบฐานข้อมูล 
2. จัดเวที/สร้างมูลค่าเพิ่ม/ถ่ายทอดความรู้ (แปลงปี 60-61-62)",2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",กระทรวงเกษตรและสหกรณ์/กรมส่งเสริมการเกษตร,,"470,100",
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,โครงการพัฒนาเกษตรกรปราดเปรือง,,"1. สำนักงานประมงจังหวัดดําเนินการคัดเลือกเกษตรกรที่อยู่ในทะเบียนเกษตกรผู้เพาะเลียงสัตว์น้ำ 
2. สำนักงานประมงจังหวัดประชุมคัดกรองเกษตกรพร้อมจัดทําข้อมูลเพื่อแยกชั้นของเกษตรกร ตามระดับรายได้ กลุ่มที่มากกว่า 180,000 บาท และกลุ่มที่มีรายได้ต่ำกว่า 180,000 บาท 
3. สำนักงานประมงจังหวัดจัดฝึกอบรมจัดไปดูงานจากเกษตรกรต้นแบบ Smart Farmer ที่ประสบความสําเร็จ 
4. สํานักงานประมงจังหวัด ถอดองค์",2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",กระทรวงเกษตรและสหกรณ์/กรมประมง,,"120,000",
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,โครงการยกระดับคุณภาพมาตรฐานสินค้าเกษตร(สินค้าประมง),,"1. ส่งเสริมความรู้เกี่ยวกับมาตรฐานฟาร์มให้แก่เกษตรกรในพื้นที่รับผิดชอบ จํานวนเกษตรกรที่ได้รับการส่งเสริมไม่น้อยกว่า 10 ราย ต่อปี 
2. รับใบสมัครขอตรวจรับรองมาตรฐานฟาร์มของเกษตรกรที่ได้รับการส่งเสริม 
3. จัดทําเอกสารขอรับการเข้าตรวจส่งหน่วยตรวจรับรองผล 
4. รับ-แจกใบรับรองให้เกษตรกรที่ผ่านการตรวจรับรองมาตรฐานฟาร์ม",2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",กระทรวงเกษตรและสหกรณ์/กรมประมง,,"19,400",
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,โครงการระบบส่งเสริมเกษตรแบบแปลงใหญ่,,"1. ประชาสัมพันธ์ชี้แจงโครงการ 
2. รับสมัครเกษตรกรเข้าร่วม 
3. แจ้งบรรจุเป็นแปลงใหญ่ของกระทรวงผ่าน CoO 
4. สนับสนุนการพัฒนาแปลงใหญ่",2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",กระทรวงเกษตรและสหกรณ์/กรมประมง,,"582,000",
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,โครงการพัฒนาคุณภาพสินค้าเกษตรสู่มาตรฐาน,,"1. ตรวจรับรองฟาร์มปศุวัตว์ที่ยังไม่ได้รับการตรวจรับรองฟาร์มมาตรฐาน 
2. ตรวจติดตามฟาร์มที่ได้ตรวจรับรองเป็นฟาร์มมาตรฐานแล้ว 
3. ตรวจรับรอง (ต่อายุ) สำหรับฟาร์มมาตรฐานที่ครบกําหนดต้องตรวจรับรอง",2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",กระทรวงเกษตรและสหกรณ์/กรมปศุสัตว์,,"50,000",
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,โครงการแก้ไขปัญหาการใช้สารเร่งเนื่อแดงในสุกร,,"1. คัดเลือกเกษตรกรที่เข้าร่วมโครงการ 
2. เก็บตัวอย่างปัสสาวะสุกรจากฟาร์มสุกรตรวจหาสารเร่งเนื้อแดง 
3. เก็บตัวอย่างอาหาร/น้ำเลี้ยงจากฟาร์มสุกร 
4. รับรองผลฟาร์มที่ปลอดสารเร่งเนื้อแดง 
5.ดําเนินการตามกฎหมายกับฟาร์มที่ใช้",2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",กระทรวงเกษตรและสหกรณ์/กรมปศุสัตว์,,"50,000",
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,โครงการตรวจสอบโรงงานวัตถุอันตรายด้านปศุสัตว์,,"1. ตรวจสอบโรงงานผลิตวัตถุอันตรายด้านปศุสัตว์ 
2. เก็บตัวอย่างยาสัตว์เพือวิเคราะห์",2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",กระทรวงเกษตรและสหกรณ์/กรมปศุสัตว์,,"50,000",
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,โครงการพัฒนาเกษตรกรปราดเปรื่องด้านปศุสัตว์,,"1. คัดเลือกเกษตกรผู้เลี้ยงปศุสัตว์เข้าการฝึกอบรม 
2. ดําเนินการถอดบทเรียน smart farmer 
3. คัดเลือกเกษตรกรที่มีคุณสมบัติครบเป็นเกษตรกรต้นแบบ 
4.ดำเนินการพัฒนาเพิ่มพูนความรู้ความสามารถและทักษะให้กับผู้มีคุณสมบัติไม่ครบถ้วน",2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",กระทรวงเกษตรและสหกรณ์/กรมปศุสัตว์,,"50,000",
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,โครงการส่งเสริมสินค้าด้านการเกษตรและอุตสาหกรรมอาหาร,,"1. คัดเลือกผู้ประกอบการสถานที่จำหน่ายเนื้อสัตว์เข้าร่วมโครงการ 
2. คณะกรรมการดําเนินการออกตรวจสถานที่จำหน่ายเนื้อสัตว์ 
3. รับรองสถานที่จำหน่ายเนือสัตว์ (ปศุสัตว์ OK) ตามเกณฑ์การรับรอง 
4. ติดตามการดําเนินการของผู้ประกอบการและประเมินผลโครงการ",2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",กระทรวงเกษตรและสหกรณ์/กรมปศุสัตว์,,"50,000",
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,โครงการส่งเสริมการบริโภคและใช้วัตถุดิบสินค้า,,"1. รับสมัครตลาด/แผงค้า 
2. ตรวจประเมินและตรวจติดตามแผงค้า 
3. รับรองแหล่งจําหน่ายสินคา Q",2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",สำนักงานเกษตรและสหกรณ์จังหวัดปทุมธานี/สำนักงานมาตรฐานสินค้าเกษตรและอาหารแห่งชาติ,,"40,000",
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,โครงการงานเฝ้าระวังและควบคุมมาตรฐานสินค้าเกษตร,,ตรวจติดตามแปลงที่ได้รับรองมาตรฐานจํานวน 30 แปลง,2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",สำนักงานเกษตรและสหกรณ์จังหวัดปทุมธานี/สำนักงานมาตรฐานสินค้าเกษตรและอาหารแห่งชาติ,,"40,000",
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,โครงการร้านอาหารวัตถุดิบปลอดภัยเลือกใช้สินค้า,,"1. ประชาสัมพันธ์รับสมัครร้านอาหาร 
2. ตรวจประเมินและตรวจติดตามร้าน 
3. รับรองแหล่งจำหน่ายจำนวนไม่น้อยกว่า 3 ร้าน",2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",สำนักงานเกษตรและสหกรณ์จังหวัดปทุมธานี/สำนักงานมาตรฐานสินค้าเกษตรและอาหารแห่งชาติ,,"40,000",
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,พัฒนายกระดับตลาดสดน่าซื้อ,,"1. จัดทําฐานข้อมูลตลาดสดประเภทที่ 1 
2. พัฒนาปรับปรุงตลาดสดประเภทที่ 1 
3. ตรวจประเมินตลาดสดประเภทที่ 1 
4.สรุปและจัดทำรายงานผลการดำเนินงาน",2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",กระทรวงสาธารณสุข/กรมอนามัยสนง.สาธารณสุขจังหวัดปทุมธานี,,"40,000",
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,อาหารสะอาดรสชาติอร่อย(),,ตรวจสอบคุณภาพสถานที่ปรุง ประกอบจําหน่ายอาหาร เป็นประจํา ตามเงื่อนไขโดยเจ้าหน้าที่ท้องถิ่น หรือสํานักงานสาธารณสุขจังหวดหรือศูนย์อนามัยเขต หรือกรมอนามัย โดยที่มาตรฐานมีอายุ 1 ปี,2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",กระทรวงสาธารณสุข/กรมอนามัยสนง.สาธารณสุขจังหวัดปทุมธานี,,"40,000",
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,โครงการติดตามพัฒนาสถานที่ผลิตอาหารตามเกณฑ์,,"1. ตรวจประเมินสถานที่ผลิตอาหารตามเกณฑ์ primary GMP 
2. จัดทําฐานข้อมูลสถานที่ผลิตอาหารที่เข้าข่าย Primary GMP และข้อมูลการพิจารณาอนุญาต 
3. สรุปและจัดทำรายงานผลการดําเนิงาน",2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",กระทรวงสาธารณสุข/กรมอนามัยสนง.สาธารณสุขจังหวัดปทุมธานี,,"40,000",
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,โครงการอย.น้อย,,"1. การประชุมครูในการชี้แจงแนวทางการดําเนินงาน โครงการ อย.น้อย ตามเกณฑ์ 
2. จัดอบรมเพื่อพัฒนาเครือข่ายให้ความรู้กับครู นักเรียน ด้านการคุ้มครองผู้บริโภคและผลิตภัณฑ์สุขภาพให้กับสถานศึกษา 
3. ส่งเสริมสนับสนุนให้มีการจัดกิจกรรม อย.น้อย 
4. ส่งเสริมสนับสนุนให้มีการตั้งชมรมคุ้มครองผู้บริโภคและระบบรับแจ้งข้อมูลผลิตภัณฑ์สุขภาพ 
5. ตรวจประเมินมาตรฐานการจัดกิจกรรม",2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",กระทรวงสาธารณสุข/กรมอนามัยสนง.สาธารณสุขจังหวัดปทุมธานี,,"40,000",
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,โครงการส่งเสริมตลาดประชารัฐต้องชม,,"1. ลงพื้นที่สํารวจตลาดเป้าหมาย 
2. พิจารณางบประมาณ 
3. จัดพิธีเปิดตลาดต้องชม 
4. พัฒนาตลาดอย่างยังยืน",2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",กระทรวงพาณิชย์/กรมการค้าภายในสำนักงานพาณิชย์จังหวัดปทุมธานี,,"250,000",
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,โครงการธงฟ้าราคาประหยัด,,"1. ลงพื้นที่สํารวจตลาดเป้าหมาย 
2. จัดงานธงฟ้า",2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",กระทรวงพาณิชย์/กรมการค้าภายในสำนักงานพาณิชย์จังหวัดปทุมธานี,,"160,000",
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,โครงการส่งเสริมการป้องกันกำจัดแมลงและศัตรูพืช,,ฝึกอบรมผู้นำชุมชนเพื่อใช้สารเคมี,2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",อบต.ลำลูกกา,,"2,000,000",
ประเด็นการพัฒนาที่ 2 : ยกระดับการผลิตอาหาร สินค้าเกษตร อุตสาหกรรม ให้มีคุณภาพและได้มาตรฐาน สู่ตลาดโลก,โครงการเรียนรู้วิถีชาวนาพบความสุขตามแนวทางศาสตร์พระราชา,,ลงพื้นที่เรียนรู้การดำเนินงานตามแนวทางศาสตร์พระราชา อ.หนองเสือ จ.ปทุมธานี หว่านวันแม่ เกี่ยววันพ่อ,2,"1. ผู้ประกอบการและเกษตรได้รับการพัฒนาเพิ่มขีดความสามารถไม่น้อยกว่า 100 ราย 
2. จํานวนผลิตผู้ประกอบการสินค้าเกษตรและอาหารปลอดภัยเข้าร่วมกิจกรรมเชื่อมโยงตลาดและประชาสัมพันธ์ไม่น้อยกว่า 100 ราย",บ.ประชารัฐรักสามัคคี,,"20,000",
ประเด็นยุทธศาตร์ที่ 3 พัฒนาและยกระดับการท่องเที่ยวเชื่อมโยงธุรกิจและมาตรฐานบริการ,โครงการค่ายเยาวชนต้นแบบวัฒนธรรมและผลิตสื่อสร้างสรรค์,,"1. อบรมค่ายเยาวชนแกนนำสร้างภูมิคุ้มกันทางสังคมโดยใช้มิติวัฒนธรรม""สร้างภูมิคุ้มกันสานฝันเยาวชนไทย จํานวน 3 วัน 2 คืนผู้เข้าร่วมไม่น้อยกว่า 100 คน 
2. อบรมผลิตสื่อสร้างสรรค์“สื่อสีขาวเราร่วมสร้าง""จํานวน 2 วัน 1 คืนผู้เข้าร่วมน้อยกว่า 100 คน",2,มีบุคลากรที่มีความรู้ หลักความปลอดภัยทางน้ำ และการป้องกันอุบัติภัยทางน้ำ จำนวน 60 คน,สํานังานวัฒนธรรมจังหวัดปทุมธา,,"2,000,000",
ประเด็นยุทธศาตร์ที่ 3 พัฒนาและยกระดับการท่องเที่ยวเชื่อมโยงธุรกิจและมาตรฐานบริการ,ส่งเสริมมาตรการรักษาความปลอดภัย,,การฝึกอบรมโดยวิธีการบรรยายและการฝึกปฏิบัติภาคสนาม ตามหลักสูตรที่กำหนด ดำเนินการฝึกอบรม และการฝึกในสถานการณ์จำลอง จํานวน 10 วัน กลุ่มเป้าหมาย เจ้าหน้าที่ อาสาสมัครมูลนิธิทีมกู้ภัยทางน้ำจังหวัดปทุมธานี ภาคประชาชนและผู้มีหน้าทีเกี่ยวกับการบริการประชาชนพื้นที่จังหวัดปทุมธานี และศูนย์ป้องกันและบรรเทาสาธารณภัย เขต 17 จังหวัดจันทบุรี,2,มีบุคลากรที่มีความรู้ หลักความปลอดภัยทางน้ำ และการป้องกันอุบัติภัยทางน้ำ จำนวน 60 คน,สํานักงานป้องกันและบรรเทาสาธารณภัยจังหวัดปทุมธานี,,"980,000",
ประเด็นยุทธศาตร์ที่ 3 พัฒนาและยกระดับการท่องเที่ยวเชื่อมโยงธุรกิจและมาตรฐานบริการ,โครงการสืบสวนประเพณีงามวิถีวัฒนธรรม,,"1. จัดงานสืบสานประเพณีลําพาข้าวสารประจําปี 2564 
2. จัดงานลอยกระทงประจําปี 2564 จังหวัดปทุมธานี 
3. จัดงานสงกรานต์วิถีไทยสำราญใจวิถีมอญ ประจําปีงบประมาณ 2564 
4. จัดงานถนนสายวัฒนธรรมและตลาดวัฒนธรรม 
5. จัดงานมหกรรมปี่พาทย์จังหวัดปทุมธานีประจําปี 2564 
6. จัดงานประกวดดนตรีไทยและวงดนตรีลูกทุ่ง",2,จัดกิจกรรมเพื่ออนุรักษ์และสืบสานประเพณีของท้องถิ่นไม่น้อยกว่า 6 กิจกรรม,สํานักงานวัฒนธรรมจังหวัดปทุมธานี,,"20,000,000",
